flanger_intensity,delay_time,disto_drive,reverb_room_size,reverb_on_off,delay_on_off,flanger_width,flanger_rate,disto_tone,filter_on_off,delay_feedback,delay_intensity,flanger_on_off,reverb_bright,filter_resonance,flanger_mode,disto_on_off,filter_mode_LBF_HPF,filter_frequency,file
1.57480314961,4.4094488189,7.71653543307,5.27559055118,"off","on",2.99212598425,1.1811023622,9.29133858268,"on",0.393700787402,0.944881889764,"on",6.53543307087,4.8031496063,"chorus","on",7.08661417323,3.85826771654,"s43.wav"
5.43307086614,2.12598425197,9.05511811024,9.44881889764,"on","on",9.76377952756,0.236220472441,9.44881889764,"on",7.16535433071,2.67716535433,"on",5.11811023622,4.96062992126,"chorus","on",4.17322834646,4.88188976378,"s44.wav"
1.02362204724,2.99212598425,4.4094488189,6.85039370079,"off","off",3.38582677165,8.26771653543,2.28346456693,"on",5.35433070866,9.92125984252,"on",7.63779527559,9.68503937008,"pitchmod","off",9.2125984252,5.1968503937,"s45.wav"
5.90551181102,1.1811023622,5.35433070866,3.62204724409,"off","on",9.92125984252,0.551181102362,6.45669291339,"on",4.96062992126,8.42519685039,"on",9.44881889764,1.57480314961,"pitchmod","on",4.48818897638,4.33070866142,"s46.wav"
3.07086614173,4.0157480315,4.48818897638,1.73228346457,"on","off",5.43307086614,5.03937007874,6.53543307087,"off",2.75590551181,8.74015748031,"on",1.10236220472,5.35433070866,"pitchmod","off",4.72440944882,3.77952755906,"s47.wav"
7.71653543307,3.85826771654,3.54330708661,1.10236220472,"on","on",3.62204724409,5.11811023622,3.70078740157,"on",5.90551181102,0.236220472441,"on",9.92125984252,0.629921259843,"chorus","off",8.58267716535,4.96062992126,"s48.wav"
5.27559055118,2.28346456693,7.48031496063,6.29921259843,"off","on",7.08661417323,4.09448818898,1.02362204724,"on",9.44881889764,6.06299212598,"on",8.8188976378,0.0,"flanger","on",2.83464566929,3.62204724409,"s49.wav"
1.96850393701,4.09448818898,6.45669291339,4.48818897638,"on","on",8.26771653543,0.157480314961,2.51968503937,"off",0.787401574803,5.90551181102,"on",1.02362204724,2.99212598425,"chorus","off",6.22047244094,6.06299212598,"s50.wav"
2.91338582677,3.38582677165,8.03149606299,2.51968503937,"off","on",5.90551181102,6.85039370079,9.76377952756,"on",2.99212598425,9.52755905512,"on",4.64566929134,1.88976377953,"pitchmod","off",3.70078740157,6.37795275591,"s51.wav"
5.90551181102,4.64566929134,6.92913385827,5.90551181102,"on","on",4.48818897638,2.91338582677,1.41732283465,"on",3.22834645669,2.75590551181,"on",8.66141732283,7.87401574803,"flanger","off",9.29133858268,5.51181102362,"s52.wav"
8.50393700787,3.46456692913,5.9842519685,6.37795275591,"on","off",4.56692913386,6.06299212598,3.93700787402,"off",8.34645669291,8.89763779528,"off",7.87401574803,5.35433070866,"flanger","off",4.25196850394,5.43307086614,"s53.wav"
5.66929133858,2.67716535433,0.0,9.76377952756,"off","off",0.236220472441,4.88188976378,9.76377952756,"on",6.45669291339,1.02362204724,"off",0.157480314961,0.157480314961,"pitchmod","off",0.0,6.06299212598,"s54.wav"
4.17322834646,0.0,1.1811023622,4.25196850394,"on","on",0.393700787402,7.40157480315,6.06299212598,"on",4.96062992126,4.48818897638,"on",2.91338582677,5.11811023622,"pitchmod","on",5.90551181102,4.56692913386,"s55.wav"
5.66929133858,0.314960629921,2.67716535433,7.71653543307,"on","on",1.33858267717,5.1968503937,6.37795275591,"on",4.96062992126,3.38582677165,"on",9.44881889764,0.629921259843,"flanger","on",6.77165354331,3.85826771654,"s56.wav"
2.20472440945,0.551181102362,0.787401574803,4.17322834646,"off","on",6.29921259843,2.91338582677,5.66929133858,"on",2.51968503937,3.77952755906,"off",3.93700787402,6.69291338583,"pitchmod","on",4.48818897638,6.22047244094,"s57.wav"
5.66929133858,4.8031496063,0.0,4.33070866142,"off","off",6.85039370079,6.45669291339,4.96062992126,"on",9.76377952756,10.0,"on",2.28346456693,2.59842519685,"chorus","off",3.38582677165,5.43307086614,"s58.wav"
5.03937007874,4.25196850394,6.92913385827,3.93700787402,"off","on",5.1968503937,7.48031496063,0.551181102362,"off",2.20472440945,7.79527559055,"off",3.14960629921,7.55905511811,"pitchmod","off",8.74015748031,5.51181102362,"s59.wav"
8.58267716535,4.64566929134,5.66929133858,8.18897637795,"on","off",8.50393700787,7.24409448819,8.74015748031,"off",0.629921259843,4.4094488189,"off",7.00787401575,2.51968503937,"chorus","off",7.32283464567,4.0157480315,"s60.wav"
4.33070866142,2.91338582677,6.92913385827,1.96850393701,"on","on",4.48818897638,2.28346456693,6.14173228346,"on",3.46456692913,6.22047244094,"on",0.157480314961,4.17322834646,"flanger","on",5.5905511811,6.61417322835,"s61.wav"
7.63779527559,2.75590551181,5.1968503937,8.42519685039,"on","on",9.37007874016,7.79527559055,0.0,"on",2.28346456693,4.72440944882,"on",4.48818897638,5.11811023622,"pitchmod","off",4.72440944882,5.74803149606,"s62.wav"
9.52755905512,4.48818897638,2.91338582677,8.26771653543,"off","off",1.02362204724,9.29133858268,6.77165354331,"on",7.87401574803,6.61417322835,"off",4.88188976378,4.88188976378,"pitchmod","off",0.551181102362,5.90551181102,"s63.wav"
0.314960629921,3.22834645669,8.42519685039,8.58267716535,"off","off",7.24409448819,4.0157480315,1.49606299213,"on",9.6062992126,8.34645669291,"off",7.48031496063,8.03149606299,"pitchmod","on",4.33070866142,3.70078740157,"s64.wav"
0.236220472441,3.30708661417,7.32283464567,2.12598425197,"off","off",4.17322834646,0.551181102362,0.0787401574803,"off",5.9842519685,3.93700787402,"on",0.708661417323,0.0787401574803,"flanger","off",0.944881889764,6.22047244094,"s65.wav"
1.1811023622,1.81102362205,4.56692913386,7.63779527559,"off","off",8.18897637795,4.56692913386,0.236220472441,"off",2.51968503937,5.27559055118,"off",4.8031496063,2.67716535433,"chorus","on",5.43307086614,6.53543307087,"s66.wav"
4.96062992126,3.07086614173,0.393700787402,7.79527559055,"off","off",2.99212598425,6.77165354331,1.73228346457,"off",9.2125984252,5.27559055118,"off",7.40157480315,4.0157480315,"flanger","off",3.07086614173,6.22047244094,"s67.wav"
5.90551181102,2.20472440945,1.1811023622,0.393700787402,"on","off",3.22834645669,0.236220472441,4.48818897638,"off",1.41732283465,7.55905511811,"on",8.03149606299,4.0157480315,"flanger","off",8.42519685039,6.14173228346,"s68.wav"
3.07086614173,1.1811023622,8.18897637795,2.36220472441,"off","on",7.87401574803,9.2125984252,3.62204724409,"off",2.44094488189,8.11023622047,"on",2.04724409449,7.16535433071,"chorus","off",2.44094488189,4.64566929134,"s69.wav"
8.03149606299,4.0157480315,4.56692913386,0.157480314961,"off","off",9.68503937008,2.67716535433,3.38582677165,"off",0.944881889764,1.41732283465,"off",0.314960629921,0.0,"flanger","off",9.92125984252,3.77952755906,"s70.wav"
2.36220472441,0.157480314961,9.37007874016,6.14173228346,"off","on",1.41732283465,3.30708661417,9.84251968504,"on",8.11023622047,5.35433070866,"off",7.71653543307,5.74803149606,"flanger","off",6.77165354331,6.29921259843,"s71.wav"
0.866141732283,0.866141732283,4.72440944882,2.20472440945,"on","on",0.944881889764,5.1968503937,9.52755905512,"on",5.51181102362,2.67716535433,"on",4.48818897638,0.551181102362,"chorus","on",0.708661417323,5.9842519685,"s72.wav"
1.49606299213,0.0787401574803,10.0,6.29921259843,"on","off",7.95275590551,1.1811023622,6.14173228346,"on",5.82677165354,0.314960629921,"off",5.66929133858,2.67716535433,"flanger","off",9.13385826772,4.25196850394,"s73.wav"
5.35433070866,0.944881889764,5.90551181102,7.79527559055,"off","off",2.12598425197,3.77952755906,6.14173228346,"on",6.29921259843,1.41732283465,"on",4.64566929134,9.6062992126,"chorus","off",4.48818897638,5.66929133858,"s74.wav"
2.59842519685,2.44094488189,3.30708661417,7.40157480315,"off","off",8.8188976378,10.0,3.77952755906,"off",4.72440944882,9.52755905512,"on",1.41732283465,6.06299212598,"flanger","off",7.71653543307,4.88188976378,"s75.wav"
4.33070866142,4.33070866142,2.75590551181,4.48818897638,"off","on",0.944881889764,5.1968503937,1.41732283465,"on",9.2125984252,9.92125984252,"off",8.18897637795,0.0,"pitchmod","on",9.84251968504,6.22047244094,"s76.wav"
8.50393700787,0.0787401574803,7.71653543307,1.88976377953,"off","off",9.52755905512,5.66929133858,7.08661417323,"off",0.157480314961,2.28346456693,"off",7.16535433071,9.52755905512,"chorus","off",7.63779527559,3.46456692913,"s77.wav"
1.10236220472,4.0157480315,0.393700787402,0.629921259843,"on","on",6.14173228346,6.53543307087,1.81102362205,"off",1.96850393701,4.64566929134,"off",9.37007874016,8.97637795276,"pitchmod","off",8.11023622047,5.82677165354,"s78.wav"
4.33070866142,1.02362204724,8.74015748031,6.37795275591,"on","on",8.8188976378,0.472440944882,9.92125984252,"on",4.56692913386,8.18897637795,"on",7.24409448819,8.8188976378,"chorus","off",4.09448818898,5.43307086614,"s79.wav"
5.51181102362,1.88976377953,3.22834645669,7.16535433071,"on","on",2.44094488189,0.629921259843,5.90551181102,"off",4.56692913386,1.49606299213,"on",4.09448818898,8.97637795276,"pitchmod","off",2.99212598425,3.62204724409,"s80.wav"
3.14960629921,1.25984251969,8.26771653543,1.10236220472,"on","off",8.8188976378,9.84251968504,1.81102362205,"off",0.708661417323,3.77952755906,"off",6.29921259843,1.81102362205,"pitchmod","on",7.79527559055,4.8031496063,"s81.wav"
0.708661417323,4.17322834646,6.22047244094,8.34645669291,"off","off",6.92913385827,3.14960629921,2.75590551181,"on",1.33858267717,9.13385826772,"on",3.77952755906,5.27559055118,"pitchmod","off",1.88976377953,4.8031496063,"s82.wav"
6.69291338583,2.91338582677,5.74803149606,9.44881889764,"on","off",5.43307086614,5.51181102362,6.69291338583,"on",0.314960629921,5.51181102362,"on",1.81102362205,9.05511811024,"pitchmod","off",1.10236220472,5.90551181102,"s83.wav"
7.55905511811,3.30708661417,3.22834645669,5.51181102362,"on","on",8.74015748031,8.50393700787,9.84251968504,"off",6.92913385827,2.91338582677,"off",5.1968503937,6.69291338583,"pitchmod","on",4.09448818898,4.17322834646,"s84.wav"
9.84251968504,0.787401574803,2.12598425197,8.42519685039,"on","on",7.79527559055,5.11811023622,7.48031496063,"off",2.36220472441,2.04724409449,"off",0.944881889764,9.29133858268,"chorus","on",5.27559055118,4.96062992126,"s85.wav"
5.9842519685,1.81102362205,6.92913385827,5.74803149606,"on","off",6.29921259843,3.70078740157,9.13385826772,"on",8.66141732283,5.66929133858,"off",7.63779527559,5.74803149606,"flanger","off",2.99212598425,3.46456692913,"s86.wav"
4.33070866142,2.75590551181,5.74803149606,6.69291338583,"on","off",6.45669291339,0.472440944882,1.81102362205,"off",6.85039370079,3.93700787402,"on",5.43307086614,8.8188976378,"flanger","on",6.53543307087,6.06299212598,"s87.wav"
1.02362204724,0.0,7.55905511811,8.18897637795,"on","on",7.24409448819,3.54330708661,4.72440944882,"on",9.05511811024,0.551181102362,"on",2.83464566929,4.17322834646,"flanger","on",6.06299212598,4.09448818898,"s88.wav"
9.68503937008,3.30708661417,3.46456692913,5.66929133858,"off","on",0.0,8.18897637795,2.20472440945,"on",8.89763779528,7.87401574803,"on",6.61417322835,2.83464566929,"flanger","on",4.64566929134,6.29921259843,"s89.wav"
7.63779527559,1.41732283465,2.99212598425,2.12598425197,"off","on",6.77165354331,5.03937007874,6.92913385827,"on",3.14960629921,0.314960629921,"off",8.58267716535,8.03149606299,"flanger","off",4.88188976378,6.14173228346,"s90.wav"
6.29921259843,4.09448818898,9.68503937008,9.44881889764,"on","on",0.551181102362,9.44881889764,0.393700787402,"on",0.472440944882,1.25984251969,"on",1.1811023622,6.77165354331,"flanger","off",6.69291338583,3.62204724409,"s91.wav"
1.1811023622,1.41732283465,6.53543307087,2.91338582677,"on","off",5.11811023622,7.40157480315,6.29921259843,"off",3.54330708661,7.08661417323,"off",9.84251968504,5.9842519685,"flanger","off",8.11023622047,5.90551181102,"s92.wav"
7.32283464567,4.72440944882,6.77165354331,8.03149606299,"off","on",1.25984251969,1.57480314961,5.9842519685,"on",5.90551181102,4.0157480315,"off",2.04724409449,8.50393700787,"flanger","on",8.11023622047,5.82677165354,"s93.wav"
2.44094488189,0.629921259843,1.1811023622,6.37795275591,"off","on",8.42519685039,9.52755905512,4.4094488189,"on",4.17322834646,9.6062992126,"off",4.25196850394,8.74015748031,"pitchmod","on",7.48031496063,5.5905511811,"s94.wav"
5.35433070866,1.57480314961,0.551181102362,2.28346456693,"off","on",1.49606299213,4.0157480315,3.22834645669,"off",7.48031496063,0.0787401574803,"on",8.89763779528,4.88188976378,"flanger","on",6.06299212598,5.35433070866,"s95.wav"
0.551181102362,4.25196850394,3.22834645669,3.70078740157,"off","on",9.44881889764,1.49606299213,4.88188976378,"on",1.10236220472,3.38582677165,"on",2.67716535433,0.393700787402,"flanger","off",6.14173228346,5.11811023622,"s96.wav"
8.8188976378,1.02362204724,9.05511811024,7.48031496063,"off","on",7.55905511811,6.37795275591,1.41732283465,"off",0.551181102362,0.393700787402,"off",8.58267716535,0.0,"flanger","on",8.34645669291,4.17322834646,"s97.wav"
6.85039370079,2.67716535433,6.29921259843,2.83464566929,"off","off",6.85039370079,2.67716535433,0.629921259843,"off",2.51968503937,5.5905511811,"on",2.67716535433,8.18897637795,"flanger","off",1.81102362205,5.5905511811,"s98.wav"
3.22834645669,0.629921259843,6.69291338583,5.27559055118,"off","off",6.37795275591,2.36220472441,6.22047244094,"off",2.67716535433,5.66929133858,"off",5.1968503937,4.64566929134,"flanger","off",2.67716535433,4.64566929134,"s99.wav"
3.93700787402,4.0157480315,1.96850393701,5.27559055118,"off","on",6.06299212598,2.12598425197,9.37007874016,"on",0.314960629921,3.38582677165,"off",4.56692913386,7.16535433071,"flanger","on",8.34645669291,5.5905511811,"s100.wav"
1.49606299213,0.944881889764,3.46456692913,2.75590551181,"on","off",7.95275590551,5.35433070866,5.1968503937,"off",7.55905511811,5.1968503937,"on",2.04724409449,2.83464566929,"chorus","on",6.14173228346,3.77952755906,"s101.wav"
4.56692913386,4.8031496063,9.84251968504,6.92913385827,"off","off",1.25984251969,1.49606299213,1.02362204724,"off",6.45669291339,4.33070866142,"off",3.07086614173,0.314960629921,"pitchmod","on",7.48031496063,3.54330708661,"s102.wav"
4.0157480315,1.88976377953,7.40157480315,1.41732283465,"on","off",2.20472440945,4.33070866142,6.06299212598,"off",1.25984251969,1.57480314961,"on",3.07086614173,1.57480314961,"flanger","off",8.97637795276,3.38582677165,"s103.wav"
0.629921259843,0.393700787402,7.95275590551,6.53543307087,"on","off",9.37007874016,2.20472440945,6.85039370079,"on",9.37007874016,3.85826771654,"off",4.88188976378,8.58267716535,"chorus","off",5.51181102362,4.09448818898,"s104.wav"
2.59842519685,4.96062992126,3.70078740157,6.77165354331,"off","off",3.77952755906,5.11811023622,8.26771653543,"off",0.157480314961,3.14960629921,"off",1.02362204724,0.708661417323,"flanger","on",9.84251968504,4.4094488189,"s105.wav"
9.68503937008,1.96850393701,9.6062992126,7.95275590551,"off","off",4.88188976378,1.10236220472,1.96850393701,"on",3.38582677165,6.85039370079,"on",3.14960629921,1.10236220472,"flanger","on",0.866141732283,3.70078740157,"s106.wav"
0.0787401574803,1.49606299213,2.36220472441,8.8188976378,"on","off",5.90551181102,6.61417322835,4.17322834646,"on",8.74015748031,6.45669291339,"on",6.77165354331,7.08661417323,"flanger","off",3.85826771654,6.14173228346,"s107.wav"
7.00787401575,3.93700787402,9.92125984252,5.43307086614,"on","on",1.88976377953,2.83464566929,1.02362204724,"off",7.63779527559,1.25984251969,"on",0.472440944882,2.20472440945,"flanger","off",2.83464566929,4.64566929134,"s108.wav"
0.157480314961,2.44094488189,7.40157480315,5.11811023622,"on","on",7.55905511811,6.06299212598,9.37007874016,"on",0.314960629921,4.64566929134,"on",9.05511811024,7.55905511811,"chorus","off",6.45669291339,3.62204724409,"s109.wav"
1.33858267717,0.236220472441,0.944881889764,6.77165354331,"on","off",0.708661417323,3.70078740157,0.472440944882,"off",5.51181102362,7.95275590551,"on",1.57480314961,6.69291338583,"pitchmod","on",5.66929133858,4.17322834646,"s110.wav"
6.45669291339,2.04724409449,2.28346456693,9.13385826772,"off","on",9.29133858268,6.37795275591,6.61417322835,"off",4.96062992126,4.33070866142,"on",1.25984251969,3.30708661417,"chorus","on",8.74015748031,4.8031496063,"s111.wav"
3.85826771654,3.22834645669,1.1811023622,5.1968503937,"off","on",0.551181102362,3.46456692913,7.71653543307,"off",1.57480314961,5.82677165354,"on",7.79527559055,7.32283464567,"chorus","off",2.51968503937,6.37795275591,"s112.wav"
5.51181102362,3.14960629921,1.65354330709,0.472440944882,"on","on",0.629921259843,1.57480314961,3.54330708661,"off",7.95275590551,8.66141732283,"off",1.33858267717,9.52755905512,"chorus","on",4.0157480315,3.38582677165,"s113.wav"
6.61417322835,2.99212598425,8.74015748031,3.38582677165,"off","on",5.11811023622,9.76377952756,8.97637795276,"on",9.44881889764,7.79527559055,"on",4.96062992126,2.12598425197,"pitchmod","off",6.69291338583,3.46456692913,"s114.wav"
9.44881889764,4.4094488189,9.76377952756,3.22834645669,"off","on",8.58267716535,3.07086614173,0.551181102362,"on",6.22047244094,7.16535433071,"on",1.49606299213,1.10236220472,"pitchmod","on",3.77952755906,5.74803149606,"s115.wav"
