filter_reso,mixer_noise,mixer_osc2,mixer_osc1,env_amplifier_attack,osc2_octave,env_amplifier_decay,filter_cutoff,mod_wave_amount,mod_lfo_rate,osc1_sync_osc2,env_amplifier_sustain,mod_pitch_osc2,env_filter_sustain,mixer_sub,env_filter_release,osc2_frequency,osc1_octave,mod_filter_amount,mod_source,osc1_wave,filter_kb_tracking_amount,env_filter_attack,env_filter_decay,filter_eg_amount,osc2_wave,filter_multidrive,env_amplifier_release,mod_pitch_amount,file
3.00555453824,2.77238600989,4.23915033877,1.4124397241,8.91472868217,"4f",7.91247024355,2.47634743332,9.17414392968,6.32301776231,"OFF",9.05267655497,"OFF",7.71104193371,7.20502960386,2.49160715376,3.96325459318,"2f",5.58872001465,"SanpleAndHold",2.57523042178,6.65018616859,6.73380943661,5.0967466276,9.08075444058,0.649453702008,5.00762986022,7.5657693951,1.03155710187,"s10.wav"
3.44747604224,3.86009888299,4.10974790942,5.7321613868,2.24623084905,"8f",0.501129219313,3.4944759812,5.15595434292,4.01208569859,"ON",4.11402063114,"ON",8.3391320271,0.992492217543,3.40963193554,6.73930293597,"2f",9.27180614051,"SanpleAndHold",3.19965818226,5.13947384484,6.33339437222,0.936946835134,9.4164682903,7.21479582494,7.81236647745,3.55185253006,3.81187816639,"s11.wav"
3.62082646646,7.59812000244,1.61753036684,2.94756760056,8.01562595373,"16f",3.080021974,1.37886833913,9.95483122749,1.871452115,"ON",8.7535860343,"OFF",4.99114936214,1.72495879875,0.0524934383202,1.20368674846,"8f",0.664103033632,"Saw",5.66196667277,8.7224562046,7.02618568028,0.264908746872,5.55881096258,0.079350546298,7.89476896783,6.31691387414,7.77879509247,"s12.wav"
0.144051760972,2.58926936459,2.27003601294,8.54544344748,8.03637917353,"4f",0.0781297686626,7.67686015992,9.33040346701,8.79204052982,"OFF",7.28560092779,"OFF",8.24024903864,8.29213208814,1.69382896905,2.0234389306,"4f",6.83940670207,"Ramp",9.70213025697,7.19892571568,7.31184764695,9.55197460783,5.76634316059,0.313129463468,6.36818653482,1.62180308857,4.3404748825,"s13.wav"
1.67979002625,8.81706647134,3.60190441311,2.43117866081,4.79521455167,"8f",1.53268632119,0.880791063908,2.11133492034,3.60190441311,"ON",1.5192577672,"OFF",8.49172923152,9.81810413233,5.73155099799,0.559116156992,"2f",2.11743880852,"SanpleAndHold",7.37715925044,9.64536409693,9.87425990356,3.70383934566,3.48287859366,3.7087224562,6.99810779467,4.30751388635,8.6980406519,"s14.wav"
1.74876396264,0.292986632485,9.18635170604,7.07379600806,1.09442715009,"16f",8.76762497711,0.915583226515,8.9812610633,0.684856253433,"ON",0.184947811756,"OFF",8.56558627846,0.711713361411,5.30794115852,7.60971738998,"4f",0.537752548373,"FilterEnv",4.04931941647,3.88207288042,1.06757004212,3.08246352927,2.6210095831,9.47201367271,6.89190014039,7.22578282366,4.30873466398,"s15.wav"
1.23908929988,8.08215833486,5.62778489898,7.19343221632,4.392357932,"16f",2.80778856131,1.19331013856,6.40603064152,7.43209424403,"ON",0.695232863334,"OFF",0.701336751511,7.69822376854,9.80467557834,7.56088628456,"16f",5.57956418238,"Saw",0.269791857413,6.96392602088,5.22492827931,4.08350119026,6.92608191418,8.46487212354,7.93688579625,1.09442715009,9.56784471708,"s16.wav"
9.88341573582,3.83385216383,1.58456937069,8.45388512482,2.81328206067,"8f",3.40963193554,4.95574681072,7.48214612708,7.49008118171,"OFF",0.0952206555576,"ON",0.394311176219,4.87151315388,2.15101019349,3.01165842642,"4f",4.25257889275,"FilterEnv",1.87267289263,1.71458218885,7.35396447537,3.80272233413,3.63486540927,8.16456082525,6.22901788439,0.795947018251,9.08319599585,"s17.wav"
3.13312580114,1.3605566746,1.75181590673,7.11102972594,2.95672343283,"16f",6.18873222243,4.86601965452,0.264908746872,8.30861258622,"ON",7.75376915095,"ON",3.18256729537,5.0759934078,0.120246597082,9.75157175121,"2f",9.3957150705,"Triangle",8.04004150644,1.30684245865,2.42995788317,9.79185741317,7.5138863456,4.27455289019,5.74436916316,7.50473051334,4.09265702252,"s18.wav"
9.0850271623,2.49099676494,9.41585790148,6.47622535555,6.26258926936,"4f",3.63974851981,5.67783678203,6.58182262101,1.04193371177,"ON",9.65940303974,"OFF",7.6036135018,7.88256119148,4.48635780992,1.45882927425,"8f",5.07416224135,"Ramp",0.97479094183,7.93200268571,8.82439113715,5.5490447415,3.78929378014,8.30739180858,8.75053409022,2.67167185497,7.23982176647,"s19.wav"
9.81200024416,8.92571568089,1.27632301776,0.603674540682,7.30574375877,"4f",6.31691387414,2.31520478545,7.05182201062,9.25959836416,"ON",0.648843313191,"OFF",0.349142403711,0.601232985412,4.4198254288,9.61545504486,"16f",8.87322224257,"Saw",4.288591833,5.42452542269,1.66514069462,7.32588658976,8.58450833181,5.80174571202,3.10199597143,9.83214307514,5.83958981871,"s20.wav"
6.95477018861,7.38448391625,8.50576817433,6.19056338888,6.2326802173,"16f",1.3501800647,4.44179942623,9.91393517671,8.63456021486,"ON",9.9102728438,"ON",4.28737105536,6.68619910883,7.73240554233,6.86687419886,"4f",8.07239211378,"Square",4.37404626747,9.3230788012,0.89849233962,1.14692058841,1.52597204419,8.6394433254,9.36946835134,7.26301654154,3.77586522615,"s21.wav"
4.0572544711,4.01513764268,7.80321064518,3.61167063419,4.66398095587,"4f",1.49117988158,7.30696453641,5.5765122383,5.09064273943,"OFF",6.0324726851,"ON",9.48361106025,7.25752304218,2.87798327535,0.462064334981,"16f",5.31892815724,"FilterEnv",2.40859427455,1.1463101996,0.836843069035,0.515168162119,5.04669474455,9.0331441128,7.80870414454,3.7673197827,8.18836598914,"s22.wav"
8.87505340902,1.51620582311,9.49093572606,8.66385887811,1.69871207959,"2f",3.84178721846,7.13849722273,8.33608008301,0.689739363975,"OFF",7.75804187267,"OFF",4.28065677837,0.0714154916682,9.26509186352,3.99804675578,"16f",8.52652139413,"Triangle",8.56192394555,8.90984557163,1.43746566563,9.23152047854,3.60800830129,3.40169688091,9.82481840933,9.8687664042,9.48788378197,"s23.wav"
5.49960324727,5.45382408594,6.98528962949,2.26454251358,6.37734236709,"8f",6.73930293597,7.5035097357,3.62998229872,5.16633095282,"OFF",9.54220838674,"ON",8.79692364036,9.64109137521,4.39174754319,0.809985961057,"8f",0.357077458341,"SanpleAndHold",3.23322956723,1.87938716963,5.25972044192,2.03991942868,2.13636086187,5.57834340475,9.26875419642,6.59280961973,2.24867240432,"s24.wav"
8.6015992187,0.264298358054,4.1195141305,4.66947445523,8.75297564549,"8f",5.37203198437,7.45712018556,6.2534334371,3.31868400171,"OFF",1.94836110602,"OFF",7.24409448819,8.15723615943,9.58432521516,3.35774888604,"4f",0.351583958982,"SanpleAndHold",6.99627662821,8.62357321614,0.954037722029,1.47958249405,2.34572422633,0.0891167673808,8.07727522432,1.10175181591,6.72831593725,"s25.wav"
6.05383629372,7.94848318379,0.105597265458,5.84447292926,2.2859061222,"16f",6.07825184643,7.05243239944,7.13422450101,4.96124031008,"ON",0.0726362693035,"ON",1.8610755051,4.392357932,5.09796740524,8.74870292376,"2f",5.92260269792,"Ramp",4.98382469633,6.26564121345,7.88195080266,4.0505401941,0.446804614539,8.81401452725,3.91076115486,6.11487517549,3.81676127693,"s26.wav"
4.04199475066,2.71378868339,7.22089971312,1.643777086,8.08582066777,"4f",1.04864798877,5.50387596899,8.39528779833,2.12598425197,"OFF",6.70634193982,"OFF",9.52939022157,6.45486174693,1.36910211805,8.16944393579,"4f",7.62253555515,"SanpleAndHold",8.56680705609,8.90801440518,8.05774278215,3.14838552158,0.871024842825,7.5724836721,4.46926692303,3.10748947079,2.57462003296,"s27.wav"
5.14985045474,9.60751999023,1.90929622169,5.72300555454,3.34432033205,"16f",8.62296282732,7.67441860465,5.29939571507,4.12439724104,"ON",3.00982725996,"OFF",9.22846853446,6.25831654764,0.394311176219,1.00897271562,"2f",6.50003051944,"Saw",1.16584264176,8.53628761521,7.08966611732,1.8128547885,5.41597997925,4.15796862601,9.02642983581,9.40853323567,7.51815906733,"s28.wav"
6.32973203931,9.71372764451,0.297869743026,9.42501373375,8.17859976805,"4f",2.71439907221,5.01617530367,5.11627906977,4.93133125801,"OFF",5.82799243118,"OFF",4.74333150217,1.04254410059,5.95495330526,4.38015015565,"4f",0.159311481414,"Saw",3.4151254349,8.22132698529,2.2688152353,6.4469266923,5.35860343039,9.91393517671,6.06421290362,7.61582127815,9.64353293048,"s29.wav"
4.41005920772,0.269181468595,9.18452053958,5.75779771715,5.92138192028,"16f",5.3177073796,3.66965757187,1.75669901727,8.19202832204,"ON",0.615271928218,"ON",6.48416041018,4.95025331136,8.39406702069,5.01678569249,"2f",1.6126472563,"Ramp",6.31813465177,4.51504608436,3.21003479216,3.05316486602,7.89843130074,4.47903314411,1.7505951291,9.52206555576,0.269181468595,"s30.wav"
5.44955136422,5.02288958066,6.54825123604,2.55264603552,2.74003540255,"2f",5.60397973509,1.15302447659,5.3280839895,5.70835622291,"OFF",4.75859122261,"OFF",7.72508087652,7.58896417018,3.54208630898,1.10114142709,"4f",7.46810718428,"Saw",5.11627906977,3.74351461881,8.16517121406,5.92138192028,0.282610022584,5.82494048709,9.889519624,0.629921259843,2.04358176158,"s31.wav"
3.25459317585,8.57840444363,4.89592870659,5.25788927547,4.47415003357,"4f",6.31325154123,2.87126899835,5.15046084356,7.06341939816,"OFF",1.02728438015,"ON",9.38411768296,6.0739791247,9.5440395532,8.79448208509,"16f",8.66691082219,"FilterEnv",2.83220411402,1.07611548556,2.02404931942,8.14258682781,6.41152414088,4.49612403101,6.77592626503,6.49453702008,8.2561191479,"s32.wav"
0.174571201856,2.50564609656,4.31605932979,0.835011902582,5.87194042605,"4f",1.03460904596,3.02874931331,2.8798144418,0.408960507843,"ON",8.16395043643,"OFF",6.73808215833,7.99670390038,2.51297076238,2.68143807605,"4f",5.89025209058,"SanpleAndHold",9.74974058475,8.14685954953,2.97015198682,9.50009155832,8.71818348288,4.62674723799,1.89159494598,6.63065372642,2.09668558872,"s33.wav"
3.72337178783,9.08014405176,5.87682353659,9.16804004151,6.88518586339,"4f",8.53567722639,5.43185008851,4.46194225722,2.96465848746,"OFF",9.41524751267,"OFF",2.74797045718,8.09619727767,8.6223524385,7.86302874931,"2f",0.386986510407,"FilterEnv",6.73625099188,8.48684612098,6.83574436916,6.00073246658,6.35231642556,7.84166514069,1.86778978209,4.59561740829,6.09229078923,"s34.wav"
3.94433253983,1.81224439968,8.35805408045,8.86528718794,2.9732039309,"2f",5.38851248245,9.11798815846,2.01245193188,4.26356589147,"ON",5.66379783922,"ON",0.0677531587621,9.75889641702,1.80491973387,2.50503570775,"16f",4.86296771043,"FilterEnv",8.20423609839,6.46523835683,1.05780382103,3.47494353903,0.178843923579,0.185558200574,4.22572178478,4.43508514924,0.00183116645303,"s35.wav"
8.36110602454,4.17444912409,0.123298541171,1.20612830373,4.24769578221,"4f",9.67466276018,0.394311176219,7.36678264054,6.03186229628,"ON",4.93743514619,"OFF",8.42397607276,2.91399621559,5.1138375145,6.58609534273,"4f",5.8633949826,"Saw",5.66257706159,0.761154855643,2.71989257157,7.67869132637,5.23042177867,7.21235426967,1.33247878899,5.20051272661,6.37001770128,"s36.wav"
7.37166575108,4.96795458707,3.4255020448,5.10101934933,9.38839040469,"16f",8.89885857291,8.51065128487,6.77897820912,1.71824452176,"OFF",1.2256607459,"OFF",4.17322834646,0.811206738693,5.41475920161,6.29677104315,"8f",5.69614844656,"Ramp",2.52273698346,3.82469633156,4.92461698102,3.97607275835,6.65506927913,5.3555514863,8.92937801379,4.45950070195,8.61014466215,"s37.wav"
5.65281084051,9.39754623695,0.0482207165965,4.37465665629,4.32094244033,"16f",6.86870536532,6.46706952329,4.93926631264,6.84245864616,"ON",9.94018189587,"ON",2.27919184521,2.64908746872,0.200207532198,4.25135811512,"8f",6.3571995361,"Ramp",8.39589818715,6.89312091802,3.94860526155,2.31520478545,5.24385033266,5.2139412806,7.43880852103,0.557895379357,2.6899835195,"s38.wav"
2.23890618324,7.80809375572,4.23243606177,3.1801257401,7.5621070622,"8f",1.77867301471,8.72794970396,6.71488738326,8.57901483245,"ON",5.65586278459,"ON",7.43575657694,3.26924250748,8.44656045901,7.25630226454,"2f",4.96246108771,"Triangle",4.45217603614,1.54916681926,6.95965329915,2.56668497833,1.87267289263,2.94268449002,7.30574375877,2.12842580724,4.35512421412,"s39.wav"
5.74375877434,6.88701702985,1.99841298907,8.04614539462,9.85594823903,"8f",2.30299700909,6.15271928218,7.68235365928,3.44198254288,"ON",8.82439113715,"OFF",4.19947506562,7.4412500763,5.29329182689,5.62473295489,"2f",7.62741866569,"Ramp",5.21455166941,8.39406702069,8.67362509919,9.11676738082,9.35603979735,7.77330159311,0.0543246047732,6.58548495392,2.29506195446,"s40.wav"
4.69572117439,8.28419703351,4.45827992431,5.11872062504,4.92705853629,"16f",4.74699383507,7.23310748947,9.46896172862,8.8811572972,"OFF",8.27076847952,"OFF",1.05047915522,1.0291155466,9.23091008973,6.74906915705,"2f",7.84105475188,"Ramp",4.15918940365,4.84526643472,4.86357809925,5.44100592077,2.40737349692,0.585362876152,7.73911981932,0.355246291888,6.43166697186,"s41.wav"
8.38857352133,8.54788500275,1.99108832326,2.39150338766,7.22089971312,"8f",1.55404992981,9.37374107306,9.56662393945,8.34828785937,"OFF",7.48214612708,"ON",4.93682475737,7.9283403528,4.35146188122,1.37642678386,"16f",6.57571873283,"SanpleAndHold",2.11194530916,0.804492461698,0.333882683269,4.19337117744,0.585362876152,0.14710370506,0.784960019532,6.01416102057,3.9400598181,"s42.wav"
7.61460050052,0.744674357566,0.106818043093,9.30659830312,2.19373741073,"16f",8.77617042056,1.24946590978,3.61472257828,4.58768235366,"ON",2.52334737228,"OFF",8.18226210096,4.54800708051,0.281999633767,3.84911188427,"8f",5.24751266557,"Saw",4.7964353293,2.6863211866,1.35323200879,8.17127510224,5.39827870353,9.71189647806,4.92950009156,6.08740767869,0.419947506562,"s43.wav"
7.79527559055,0.899713117256,1.48995910395,3.02569736922,6.74174449124,"16f",4.87029237624,9.17170237441,5.26033083074,1.67307574925,"ON",4.0194103644,"ON",3.92357932003,3.11176219252,8.6119758286,5.89940792285,"8f",1.23847891107,"Triangle",5.09430507233,4.22816334005,3.22285295733,0.287493133126,4.52664347189,2.12659464079,1.48080327168,7.5346395654,6.06970640298,"s44.wav"
8.03759995117,4.02734541903,9.93896111823,2.90178843924,8.42031373985,"2f",3.07513886346,2.32008789599,8.14808032717,2.39516572056,"OFF",7.08173106269,"ON",9.15949459806,3.66111212843,0.581700543246,2.46291887933,"2f",6.63309528169,"Square",7.16657510834,1.31172556919,0.020753219801,2.44704877007,4.01147530977,8.02722334127,7.85814563877,4.57364341085,0.179454312397,"s45.wav"
3.91808582067,1.52475126656,9.61057193432,2.70158090704,3.41390465727,"8f",0.943050723311,1.46920588415,3.37728132821,0.33632423854,"OFF",9.40792284685,"OFF",9.88646767991,1.51132271257,2.36281511323,0.309467130562,"2f",6.16492705854,"Triangle",5.71629127754,1.46615394006,3.29182689373,9.81993529879,8.34706708173,8.09314533358,5.34578526521,0.386376121589,7.69395104682,"s46.wav"
5.75352499542,9.32857230056,3.52438503327,6.73503021425,8.8744430202,"16f",1.72801074284,4.68900689739,2.26088018068,5.71934322163,"ON",0.953427333211,"ON",9.52328633339,7.65610694012,5.47885002747,2.71623023866,"2f",4.52847463834,"Triangle",3.19843740463,6.61417322835,0.748336690472,8.00952206556,1.53085515473,0.161753036684,9.94018189587,6.32729048404,6.26014771409,"s47.wav"
1.55404992981,7.92406763108,1.22688152353,6.1325764512,9.98535066838,"4f",0.361350180065,0.487090276506,5.67417444912,2.70646401758,"ON",2.27186717939,"ON",2.97503509736,5.3555514863,1.90746505524,5.89269364585,"2f",3.35835927486,"Saw",2.18519196728,3.78563144723,6.10266739913,6.1118232314,6.32118659586,1.46188121834,6.10938167613,4.6615394006,9.54281877556,"s48.wav"
0.351583958982,4.95208447781,4.49551364219,7.06097784289,2.64603552463,"8f",3.34065799915,7.4137825795,1.4917902704,1.00531038271,"ON",9.97985716902,"OFF",0.195934810474,4.73966916926,9.52084477812,5.55453824086,"16f",6.07153756943,"FilterEnv",1.22810230117,7.72263932125,4.70121467375,4.32643593969,8.60892388451,2.74491851309,4.50589025209,1.1292193127,9.08441677348,"s49.wav"
0.952206555576,5.22065555759,1.43136177745,7.79771714582,9.19733870475,"2f",0.460233168528,8.13831410609,0.00610388817677,4.33376060551,"ON",9.80772752243,"ON",8.44533968138,0.178233534762,7.67686015992,1.89281572362,"16f",2.92864554721,"FilterEnv",5.64609656351,7.09332845022,1.7231276323,0.167856924861,2.32069828481,4.32155282915,7.13117255692,9.50009155832,1.45943966307,"s50.wav"
1.56320576207,7.62619788805,0.532259049014,1.15851797595,7.90453518892,"16f",0.671427699445,8.05163889398,5.34151254349,6.11304400903,"ON",1.81590673259,"OFF",2.00329609962,4.67679912104,0.65677836782,9.30354635903,"2f",4.36305926875,"Saw",8.09436611121,7.57858756028,4.32643593969,2.13697125069,8.69254715254,6.33827748276,6.36696575719,9.78697430263,8.80791063908,"s51.wav"
0.494414942318,9.88036379174,6.43166697186,4.56876030031,8.17371665751,"4f",7.24226332174,8.81157297198,1.21711530245,2.09729597754,"OFF",6.41091375206,"ON",3.79539766831,3.21064518098,7.1787828847,9.92309100897,"2f",2.46230849051,"Triangle",5.93053775255,1.64499786364,4.59195507538,1.54611487518,7.95702862724,4.09509857779,8.94707928951,5.19379844961,2.2443996826,"s52.wav"
3.00372337179,1.0150766038,3.16852835256,2.57400964414,8.25856070317,"16f",6.75639382287,3.23872306659,8.77189769883,9.82237685406,"OFF",1.2604529085,"OFF",3.8051638894,2.12537386315,6.25892693646,1.8299456754,"8f",9.03863761216,"SanpleAndHold",4.46621497894,0.770921076726,8.30067753159,6.20093999878,8.33424891656,2.84563266801,4.88066898614,6.88945858512,3.19965818226,"s53.wav"
2.78642495269,8.56253433437,1.34041384362,9.10883232619,6.4054202527,"8f",5.26704510773,4.4405786486,3.08978819508,1.88671183544,"OFF",6.7161081609,"ON",5.7284990539,9.40303973631,8.35378135873,0.778856131356,"4f",5.52462918879,"Ramp",7.42354880059,0.35463590307,5.53805774278,8.56558627846,1.86962094854,9.04229994507,5.48251236037,0.364402124153,1.13227125679,"s54.wav"
7.71531465544,7.56943172801,6.48293963255,3.21247634743,5.49410974791,"2f",8.79326130745,8.74137825795,8.45449551364,9.79246780199,"OFF",6.91204297137,"OFF",0.957089666117,5.159006287,6.67643288775,3.51950192272,"2f",4.08594274553,"Square",9.79490935726,1.67917963743,2.18336080083,8.41543062931,9.17536470732,6.96758835378,7.80076908991,5.12848684612,7.46078251846,"s55.wav"
1.10358298236,2.38478911066,2.1064518098,4.71647439419,0.968076664836,"2f",2.0649453702,7.98876884575,5.28718793872,5.0033571385,"ON",3.66111212843,"ON",5.72239516572,9.64109137521,1.62363425502,6.29005676616,"8f",9.07709210767,"SanpleAndHold",8.62601477141,5.69553805774,2.2065555759,7.64450955258,5.74803149606,8.09680766648,3.41695660136,3.02020386987,0.550570713545,"s56.wav"
4.31605932979,5.5075383019,5.73704449734,6.66971861076,6.08130379051,"8f",6.4157968626,0.47549288897,1.83482878594,4.43447476042,"ON",3.92907281939,"ON",5.44161630959,8.80913141671,9.0227675029,6.03613501801,"4f",8.19385948849,"Triangle",0.0238051638894,7.55722395166,8.12671671855,5.25788927547,5.67051211622,7.22761399011,3.56039797351,4.69877311848,9.23274125618,"s57.wav"
9.05511811024,0.5939083196,7.6036135018,2.84135994629,4.18116340109,"4f",5.15351278765,6.06604407007,2.53494475981,9.68687053653,"ON",3.44198254288,"ON",3.6879692364,5.05890252091,0.0531038271379,8.20301532076,"16f",9.52450711103,"FilterEnv",7.8660806934,8.63578099249,6.57632912165,2.83647683574,8.18897637795,5.12116218031,4.68046145395,8.99102728438,7.63718488677,"s58.wav"
2.89812610633,3.03546359031,2.1442959165,0.787401574803,5.2139412806,"4f",5.00396752731,6.8784715864,8.67240432155,3.16913874138,"OFF",4.04870902765,"ON",8.02600256363,8.05347006043,3.64463163035,4.8861624855,"2f",6.25221265946,"SanpleAndHold",9.65268876274,9.38594884942,9.39632545932,5.2554477202,0.55972654581,9.42928645547,0.440090337545,9.96459744857,0.523713605567,"s59.wav"
1.29585545993,6.63004333761,1.19208936092,6.73808215833,7.90575596655,"16f",6.71854971617,1.06757004212,1.19331013856,2.8071781725,"ON",2.962827321,"ON",1.28242690594,5.0967466276,7.4034059696,6.27723860099,"16f",3.55612525179,"SanpleAndHold",4.77140938778,9.779039248,6.01477140939,8.51370322896,4.12012451932,8.10535310993,7.797106757,7.30025025942,9.28035158396,"s60.wav"
6.76249771104,7.98022340231,0.626869315754,5.59299273637,1.26960874077,"16f",5.98303119087,6.08374534579,5.90917414393,3.99682597815,"OFF",2.08814014527,"ON",8.33974241592,6.66361472258,8.05652200452,7.47421107245,"16f",1.37459561741,"Triangle",6.35170603675,3.56894341696,5.40194103644,8.40566440823,9.50009155832,4.43142281633,9.61423426723,4.18238417872,9.5855459928,"s61.wav"
0.980894830007,4.23365683941,8.68339132027,3.57687847159,5.15778550937,"4f",6.80766648355,5.35372031984,3.22590490142,0.608557651224,"OFF",4.31361777452,"ON",1.49545260331,3.9986571446,3.27046328511,0.502960385766,"4f",0.0897271561985,"Ramp",8.84026124641,4.89470792895,8.82194958188,5.56247329549,6.01965451993,6.25709577001,0.604895318318,8.34340474883,3.24482695477,"s62.wav"
3.67454068241,3.21858023561,9.94567539523,9.41219556858,1.55343954099,"8f",5.81761582128,1.14569981078,3.42122932308,6.52078373924,"OFF",0.399804675578,"ON",4.39724104254,6.10999206495,5.42391503388,8.78837819691,"16f",9.00689739364,"SanpleAndHold",2.43911371544,6.6642251114,7.56271745102,6.36940731246,1.44784227553,1.35323200879,0.608557651224,0.435817615821,2.82854178111,"s63.wav"
8.59000183117,0.0457791613258,8.86711835439,5.84630409571,8.29274247696,"8f",6.86992614295,5.24751266557,6.28090093389,2.83525605811,"OFF",0.0598181041323,"ON",2.6796069096,0.697064029787,1.34956967588,2.5691265336,"4f",6.28090093389,"Square",8.18531404505,9.05694927669,1.8958676677,1.87206250381,6.85466642251,3.2631386193,1.23237502289,6.70756271745,5.23957761094,"s64.wav"
0.739791247024,2.85417811146,6.36147225783,2.39089299884,6.19605688824,"8f",2.72843801502,5.7010315571,0.736128914118,5.22004516877,"OFF",9.4439357871,"OFF",2.67289263261,3.95470914973,3.97729353598,7.90819752182,"16f",5.28840871635,"Square",6.15577122627,6.02942074101,2.14673747177,9.33772813282,7.38814624916,0.382713788683,3.40047610328,1.86534822682,4.5406824147,"s65.wav"
7.12567905756,8.07422328023,9.35054629799,8.3354696942,6.75944576695,"16f",1.85253006165,3.46578770677,2.73759384728,8.76762497711,"OFF",7.95397668315,"ON",5.19501922725,1.92211438686,7.57736678264,5.19379844961,"4f",2.07227003601,"Square",0.653116034914,8.55826161265,6.16065433681,1.51742660074,4.59805896356,9.46774095099,9.80833791125,6.88274430812,1.31111518037,"s66.wav"
